Temperature,Meeting Friends/Family (Indoor) High ,Meeting Friends/Family (Indoor) Moderate ,Meeting Friends/Family (Outdoor) High ,Meeting Friends/Family (Outdoor) Moderate ,Domestic Travel High ,Domestic Travel Moderate ,International Travel High ,International Travel Moderate ,Cafes and Restaurants High ,Cafes and Restaurants Moderate ,Pubs and Bars High ,Pubs and Bars Moderate ,Sports and Leisure High ,Sports and Leisure Moderate ,Hospitals/ Care and Nursing Home Visits High ,Hospitals/ Care and Nursing Home Visits Moderate ,Non-Essential Shops ,School Closure ,Rt<1
16.4,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.04,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
17.02,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
18.77,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
16.12,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.68,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.41,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.13,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.46,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
17.77,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
19,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.81,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
17.57,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.97,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
17.12,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
18.17,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
17.08,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.46,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.22,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.15,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
17.62,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.83,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
19.05,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.25,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
16.77,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.69,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
17.19,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
18.46,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
16.88,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14.07,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.11,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.21,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
18.38,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.88,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
18.54,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.17,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
15.22,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
17.88,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
17.54,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
19.48,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
17.23,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14.95,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.08,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.92,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
18.58,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.92,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
18.19,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
17.25,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
16.88,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
18.1,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
17.81,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
18.92,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
17.19,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.34,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.94,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.06,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
19.17,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14.74,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
18.06,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
17.29,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
15.46,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
17.38,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
18.31,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
18.75,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
17.98,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.1,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.46,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14.35,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.67,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
9.77,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.12,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.31,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
12,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.23,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.42,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.98,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.92,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
9.69,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
10.5,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.55,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.47,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
8.87,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.96,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.28,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
11.08,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.83,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.04,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.77,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
10.94,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
8.83,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
9.99,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
9.65,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.5,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
9.04,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.23,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
9.42,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
9.14,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.99,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.46,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.75,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
10.77,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
7.76,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
10.33,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
9.59,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.38,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
9.92,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.77,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
10.75,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
13.19,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.22,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
9.15,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
9.92,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
10.66,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
9.25,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
10.62,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
10.79,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.44,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
9.44,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.31,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.98,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
13.49,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.74,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.73,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.08,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.31,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
9.54,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
10.45,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
10.73,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
8.42,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.7,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.08,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
11.57,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.06,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.19,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.35,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.58,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
9.03,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.19,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
10.94,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14.71,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
9.94,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.71,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.54,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
10.47,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.47,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.21,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.67,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.87,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
10.46,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
10.94,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.4,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.69,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
10.67,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.12,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.71,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
10.69,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.03,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.08,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.9,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.5,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
10.2,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.57,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.47,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.06,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
10.77,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.57,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.79,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
12.53,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.06,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.53,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.81,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.34,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
9.63,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.82,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.17,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.98,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.52,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
12.58,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
15.24,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.41,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14.19,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.25,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
14.29,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
11.12,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
17.22,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
18,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
18.88,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
12.56,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
18.38,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
14.42,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
13.72,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.68,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
14.77,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
15.46,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
17.26,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
14.79,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,0
15.43,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
16.33,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
19.06,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
13.35,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
17.02,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
16.73,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
16.59,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.64,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
15.38,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
15.94,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
17.23,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,0,7,1
15.21,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,0
15.28,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
16.15,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
19.29,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
14.35,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
17.88,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
16.79,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
16.42,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.35,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
15.88,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
15.44,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,0
18.36,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,1,7,1
17.18,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,0
16.1,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
17.28,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
19.52,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
14.28,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
17.46,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
15.84,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
17.57,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.65,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
16.11,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
16.39,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,0
16.82,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,1,7,1
16.28,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,0
15.6,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
16.53,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
18.69,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
13.77,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
17.4,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
15.73,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
17.03,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.25,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
15.02,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
15.69,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,0
15.23,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,1,7,1
14.43,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,0
13,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
16.25,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
16.83,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
12.23,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
14.42,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
15.75,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
15.24,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.24,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
13.9,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
14.4,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,0
13.43,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,1,7,1
11.7,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
13.47,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
16.65,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
16.9,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
14.6,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
14.77,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
13.6,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
14.62,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
15.44,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
13.27,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
14.19,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,0
13.62,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,1,7,1
12.19,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
15.47,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
17.38,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
18.19,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
16.74,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
16.58,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
14.17,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
15.25,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.55,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
14.9,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
15.9,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,0
15.11,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,2,7,1
14.88,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
15.29,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
17.38,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
18.79,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
15.17,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
15.77,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
14.29,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
13.29,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
16.02,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
14.1,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
14.85,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,0
15.69,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,2,7,1
13.8,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
16.18,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
17.44,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
18.56,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
15.85,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
16.52,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
14.31,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
12.28,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
13.98,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
15.02,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
16.35,0,7,0,7,0,7,0,7,7,7,7,7,0,7,0,7,0,7,0
16.08,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,2,7,1
14.9,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
19.73,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
19.57,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
21.67,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
19.11,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
19.48,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
15.12,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
14.5,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
18.6,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
18.98,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
18.67,0,7,0,7,0,7,0,7,7,7,7,7,0,7,0,7,0,7,0
19.34,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,2,7,1
18.84,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
22.65,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
21.02,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
23.42,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
20.43,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
21.35,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
15.77,0,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1
16.42,0,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,1
23.17,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
22.17,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,1
